member_id,first_name,last_name,date_of_birth,gender,phone,email,address,city,state,country,membership_type,join_date,member_status,last_modified
MEM000183,Katrina,Turner,15-10-1971,F,(709) 576-9507,martinezmary@example.net,5011 Caitlin Fields Apt. 177,Denver,CO,USA,Basic,30-08-2025,Inactive,12-10-2025
MEM000185,Vincent,Taylor,13-09-1996,F,(370) 906-8272,linda99@example.org,07970 White Extensions,Denver,CO,USA,Basic,30-01-2025,Active,12-10-2025
MEM000193,Joshua,Barnett,29-12-1996,F,(917) 853-3852,johnsonjason@example.com,5660 Hart Rest,Denver,CO,USA,Family,27-03-2023,Inactive,12-10-2025
MEM000336,Shari,Cobb,13-05-1999,F,(356) 484-2369,jerometucker@example.net,51249 Donald Village,Denver,CO,USA,Premium,19-12-2024,Active,12-10-2025
MEM000337,Tonya,Davila,06-01-1990,F,(600) 800-2083,lauramoore@example.org,3242 Stephanie Divide,Denver,CO,USA,Basic,15-09-2025,Active,12-10-2025
MEM000125,Joseph,Woods,20-04-1995,F,(293) 878-4475,lisa58@example.net,02633 Brittany Harbor,Miami,FL,USA,Family,09-12-2024,Inactive,12-10-2025
MEM000126,Jonathan,Trevino,18-10-2000,F,(410) 270-4394,patriciabarton@example.com,91609 Park Corner,Miami,FL,USA,Student,06-09-2025,Inactive,12-10-2025
MEM000133,Derek,Brown,01-03-1958,F,(301) 918-2874,yhowell@example.com,500 Robert Mountains Suite 492,Miami,FL,USA,Senior,17-04-2023,Active,12-10-2025
MEM000137,David,Chambers,25-02-1994,F,(938) 252-5712,igentry@example.org,10311 Jennifer Port Suite 367,Miami,FL,USA,Premium,12-12-2022,Active,12-10-2025
MEM000138,Leon,Fowler,23-02-1999,F,(429) 310-6736,michelestewart@example.org,3478 Sara Estate,Miami,FL,USA,Premium,07-05-2025,Active,12-10-2025
MEM000139,Alison,Ingram,28-05-2007,M,(774) 985-1430,nicholas60@example.com,5629 Henry Path Apt. 763,Miami,FL,USA,Student,04-08-2024,Active,12-10-2025
MEM000143,Douglas,Miller,30-07-2001,M,(877) 634-8957,shannonmccann@example.net,2838 Adam Parks Suite 608,Miami,FL,USA,Basic,07-08-2025,Active,12-10-2025
MEM000144,Cody,Sanders,24-06-1993,M,(313) 490-8972,eric86@example.com,832 Herrera Views Suite 078,Miami,FL,USA,Basic,03-07-2025,Active,12-10-2025
MEM000242,Christina,Rangel,30-11-2000,F,(725) 625-8484,jeff63@example.com,0362 Mark Turnpike Apt. 406,Miami,FL,USA,Student,18-04-2023,Inactive,12-10-2025
MEM000335,Sharon,Neal,09-06-2007,F,(607) 718-5693,paulbennett@example.org,4414 Castro Flats,Miami,FL,USA,Student,06-01-2025,Inactive,12-10-2025
MEM000338,Alicia,Zamora,26-01-1983,M,(644) 318-8428,kimberlygarcia@example.net,28743 Monica Dam Apt. 669,Miami,FL,USA,Family,26-02-2023,Active,12-10-2025
MEM000467,Brittany,Hess,16-11-1975,M,(470) 333-3636,jeremymays@example.com,86361 Medina Ford Apt. 113,Miami,FL,USA,Basic,17-11-2023,Active,12-10-2025
MEM000468,Brad,Nguyen,18-09-2006,M,(530) 811-1833,morganbaker@example.net,4428 Kim Crossing Apt. 520,Miami,FL,USA,Student,22-05-2023,Inactive,12-10-2025
MEM000473,Rachel,Brown,08-06-1999,F,(988) 583-9426,qlee@example.com,65680 Donna Lodge Apt. 465,Miami,FL,USA,Premium,12-02-2024,Active,12-10-2025
MEM000474,Evan,Washington,17-05-1995,M,(284) 298-3742,riceedward@example.net,161 Christopher Port,Miami,FL,USA,Basic,20-02-2025,Active,12-10-2025
MEM000477,Kathy,Shah,19-10-1986,M,(457) 771-2154,ududley@example.com,26949 Bell Parks,Miami,FL,USA,Basic,02-11-2022,Active,12-10-2025
MEM000482,Adam,Curtis,08-09-1952,M,(242) 205-7456,savannah86@example.org,148 Danielle Overpass Apt. 115,Miami,FL,USA,Senior,11-10-2023,Inactive,12-10-2025
MEM000483,Lawrence,Meyer,02-10-1963,F,(552) 416-7760,kristykennedy@example.com,433 Harris Stravenue,Miami,FL,USA,Basic,05-01-2025,Active,12-10-2025
MEM000484,Amanda,Morrow,29-04-2001,M,(385) 887-1891,jimmyreeves@example.org,754 Christopher Course Apt. 720,Miami,FL,USA,Student,16-05-2025,Inactive,12-10-2025
MEM000495,Jason,Cameron,30-10-1996,M,(243) 884-4387,markcole@example.org,8585 Jasmine Cove,Miami,FL,USA,Premium,13-10-2023,Active,12-10-2025
MEM000496,Sally,Meyer,23-02-1997,M,(864) 531-2691,lauren87@example.net,827 Stanley Islands Apt. 430,Miami,FL,USA,Family,20-10-2022,Inactive,12-10-2025
MEM000497,Jennifer,Bradley,15-11-1959,M,(869) 587-6985,emartinez@example.com,537 Cory Lodge Apt. 122,Miami,FL,USA,Premium,30-07-2023,Active,09-11-2025
MEM000499,Cody,Griffith,09-05-2001,M,(726) 858-5600,xmata@example.com,85227 King Drive Apt. 308,Atlanta,GA,USA,Basic,12-03-2024,Active,12-10-2025
